0.000000000000000000e+00,3.761586427553214662e+02
4.999999999999696354e-02,3.682258870927352064e+02
1.000000000000296208e-01,3.631393224232746775e+02
1.500000000000796252e-01,3.575630701984919710e+02
2.000000000001296296e-01,3.534308931165470540e+02
2.500000000001796341e-01,3.496203389519436087e+02
2.999999999999520828e-01,3.444977891939252004e+02
3.499999999997245315e-01,3.407439703706173191e+02
3.999999999994969802e-01,3.369917431915567931e+02
4.499999999992694288e-01,3.345047872639145794e+02
4.999999999990418775e-01,3.316243764465109507e+02
5.499999999993694377e-01,3.289271400829493359e+02
5.999999999996969979e-01,3.265729655116796835e+02
6.500000000000245581e-01,3.230250909444326339e+02
7.000000000003521183e-01,3.209217014328664845e+02
7.500000000006796785e-01,3.184255458414972964e+02
8.000000000010072387e-01,3.152292288910837215e+02
8.500000000013347989e-01,3.140429675933916656e+02
9.000000000016623591e-01,3.106921133017050920e+02
9.500000000019899193e-01,3.097379561362810705e+02
1.000000000002317480e+00,3.079190227882097588e+02
1.050000000002645040e+00,3.052967544475569071e+02
1.100000000002972600e+00,3.043436508535372695e+02
1.150000000003300160e+00,3.039635907786744724e+02
1.200000000003627720e+00,3.033119816826757642e+02
1.250000000003955281e+00,3.013084498378784133e+02
1.300000000004282841e+00,3.009331282990603995e+02
1.350000000004610401e+00,2.992511389171434644e+02
1.400000000004937961e+00,2.992547999318425127e+02
1.450000000005265521e+00,2.984169569875037382e+02
1.500000000005593082e+00,2.998326667133043770e+02
1.550000000005920642e+00,2.978935993290176043e+02
1.600000000006248202e+00,2.971133663631281934e+02
1.650000000006575762e+00,2.970676420059460270e+02
1.700000000006903322e+00,2.962945635480518831e+02
1.750000000007230883e+00,2.964281596314316971e+02
1.800000000007558443e+00,2.965837831221818419e+02
1.850000000007886003e+00,2.970638034959399647e+02
1.900000000008213563e+00,2.956155614030868719e+02
1.950000000008541123e+00,2.975907307331609104e+02
2.000000000008868462e+00,2.974048476674368544e+02
2.050000000006975576e+00,2.980732683231586861e+02
2.100000000005082690e+00,2.967107821086832473e+02
2.150000000003189804e+00,2.969843404246420846e+02
2.200000000001296918e+00,2.986865860087508509e+02
2.249999999999404032e+00,3.001697753346256832e+02
2.299999999997511146e+00,3.002398717309289964e+02
2.349999999995618261e+00,3.005616561980636448e+02
2.399999999993725375e+00,3.014284142084261475e+02
2.449999999991832489e+00,3.011373433883127291e+02
2.499999999989939603e+00,2.999965511511806540e+02
2.549999999988046717e+00,2.996542173536613518e+02
2.599999999986153831e+00,3.004424628557015922e+02
2.649999999984260945e+00,3.015010775002257333e+02
2.699999999982368060e+00,3.007369591941796330e+02
2.749999999980475174e+00,3.008846070354774724e+02
2.799999999978582288e+00,3.019711357673987777e+02
2.849999999976689402e+00,3.012195677922680375e+02
2.899999999974796516e+00,2.988489859861179525e+02
2.949999999972903630e+00,2.987930937023514275e+02
2.999999999971010745e+00,2.995805451249372595e+02
3.049999999969117859e+00,2.998044979075392575e+02
3.099999999967224973e+00,2.985158866333356400e+02
3.149999999965332087e+00,2.984934013373288053e+02
3.199999999963439201e+00,2.976905427349252591e+02
3.249999999961546315e+00,2.974330524103131097e+02
3.299999999959653429e+00,2.960285249145379680e+02
3.349999999957760544e+00,2.954623496902393640e+02
3.399999999955867658e+00,2.951643181483369744e+02
3.449999999953974772e+00,2.955451907151668820e+02
3.499999999952081886e+00,2.955047331764677665e+02
3.549999999950189000e+00,2.945704794273250400e+02
3.599999999948296114e+00,2.938215212144127122e+02
3.649999999946403229e+00,2.938552803218055942e+02
3.699999999944510343e+00,2.926542356957799598e+02
3.749999999942617457e+00,2.930053263555657281e+02
3.799999999940724571e+00,2.922097003821237422e+02
3.849999999938831685e+00,2.931492656990155865e+02
3.899999999936938799e+00,2.916733772922854087e+02
3.949999999935045913e+00,2.903501521414395370e+02
3.999999999933153028e+00,2.906300001303326326e+02
4.049999999931260142e+00,2.910104672197215336e+02
4.099999999929367256e+00,2.942218744389670064e+02
4.149999999927474370e+00,2.948891838447133296e+02
4.199999999925581484e+00,2.945923854849283998e+02
4.249999999923688598e+00,2.955557226174542507e+02
4.299999999921795713e+00,2.965840369128256953e+02
4.349999999919902827e+00,3.001177395020501990e+02
4.399999999918009941e+00,3.008963036424626125e+02
4.449999999916117055e+00,3.039581385620758169e+02
4.499999999914224169e+00,3.078889096646602752e+02
4.549999999912331283e+00,3.109150468156981333e+02
4.599999999910438397e+00,3.141331833195009153e+02
4.649999999908545512e+00,3.175277154240821460e+02
4.699999999906652626e+00,3.221046143342734354e+02
4.749999999904759740e+00,3.254388441397799738e+02
4.799999999902866854e+00,3.294406577894506540e+02
4.849999999900973968e+00,3.328815262889866062e+02
4.899999999899081082e+00,3.361996006406201332e+02
4.949999999897188196e+00,3.389967301804516069e+02
4.999999999895295311e+00,3.426096895278717511e+02
5.049999999893402425e+00,3.465489816399401661e+02
5.099999999891509539e+00,3.475952512408646840e+02
5.149999999889616653e+00,3.515268763827649536e+02
5.199999999887723767e+00,3.545541813919616629e+02
5.249999999885830881e+00,3.574814602781351596e+02
5.299999999883937996e+00,3.608643178253078077e+02
5.349999999882045110e+00,3.613823852757351460e+02
5.399999999880152224e+00,3.633856077785461594e+02
5.449999999878259338e+00,3.658488482972117026e+02
5.499999999876366452e+00,3.657513253660164878e+02
5.549999999874473566e+00,3.660127133865580618e+02
5.599999999872580680e+00,3.672140320314033488e+02
5.649999999870687795e+00,3.679423862354609582e+02
5.699999999868794909e+00,3.693333067155949720e+02
5.749999999866902023e+00,3.668346976077002637e+02
5.799999999865009137e+00,3.689813107010485282e+02
5.849999999863116251e+00,3.686013521977142773e+02
5.899999999861223365e+00,3.659626536912734309e+02
5.949999999859330480e+00,3.652549182385810127e+02
5.999999999857437594e+00,3.646749533219107775e+02
6.049999999855544708e+00,3.648710752015041976e+02
6.099999999853651822e+00,3.633257012130385988e+02
6.149999999851758936e+00,3.635493897519668849e+02
6.199999999849866050e+00,3.647295321204186962e+02
6.249999999847973164e+00,3.643407975422709342e+02
6.299999999846080279e+00,3.649179323193709479e+02
6.349999999844187393e+00,3.664994173597119698e+02
6.399999999842294507e+00,3.687978494538045311e+02
6.449999999840401621e+00,3.721580717884314140e+02
6.499999999838508735e+00,3.762268568424497062e+02
6.549999999836615849e+00,3.804144179197690505e+02
6.599999999834722963e+00,3.847483958384851235e+02
6.649999999832830078e+00,3.909508277993620595e+02
6.699999999830937192e+00,3.976295883211951150e+02
6.749999999829044306e+00,4.033075454645442051e+02
6.799999999827151420e+00,4.097941265758397549e+02
6.849999999825258534e+00,4.159725825615643089e+02
6.899999999823365648e+00,4.234325842404944069e+02
6.949999999821472763e+00,4.298831700117124228e+02
6.999999999819579877e+00,4.355782084130319163e+02
7.049999999817686991e+00,4.416716690930851996e+02
7.099999999815794105e+00,4.469273374417351192e+02
7.149999999813901219e+00,4.535190020108848898e+02
7.199999999812008333e+00,4.573026687414433127e+02
7.249999999810115447e+00,4.625351618373913425e+02
7.299999999808222562e+00,4.665447619374929218e+02
7.349999999806329676e+00,4.703979782652559720e+02
7.399999999804436790e+00,4.756379484560704896e+02
7.449999999802543904e+00,4.797974184816509364e+02
7.499999999800651018e+00,4.828121281952294339e+02
7.549999999798758132e+00,4.873081412610344501e+02
7.599999999796865247e+00,4.894105552415635429e+02
7.649999999794972361e+00,4.926236809438037767e+02
7.699999999793079475e+00,4.954444908475322222e+02
7.749999999791186589e+00,4.963428179470781743e+02
7.799999999789293703e+00,4.974382256149198724e+02
7.849999999787400817e+00,4.989016503412993302e+02
7.899999999785507931e+00,4.982677231837241720e+02
7.949999999783615046e+00,4.985018814391947330e+02
7.999999999781722160e+00,5.009455968601816380e+02
8.049999999779830162e+00,4.983495115129603050e+02
